pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,2019-09-22,81,2.5617,5.6762,Hyun-Jin Ryu,435622,547943,null,ball,,14,null,R,R,L,LAD,COL,B,null,null,2,2,2019,0.9488,-0.003,1.5355,1.64,null,null,571448,1,1,Top,null,null,669257,190922_201827,-4.1652,-118.0438,-2.5026,9.7628,19.2535,-31.962,3.3995,1.5295,null,null,null,82.252,1329,6.729,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.7702,null,null,null,null,null,null,null,4,5,Changeup,0,1,1,0,1,0,1,0,Standard,Standard
CH,2019-09-22,81.6,2.4768,5.7462,Hyun-Jin Ryu,435622,547943,null,ball,,14,null,R,R,L,LAD,COL,B,null,null,1,2,2019,0.9732,0.1616,1.4423,2.3767,null,null,571448,1,1,Top,null,null,669257,190922_201807,-4.2546,-118.9101,-1.4072,10.1373,20.2006,-30.5476,3.5211,1.6198,null,null,null,82.671,1493,6.672,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.8274,null,null,null,null,null,null,null,4,4,Changeup,0,1,1,0,1,0,1,0,Standard,Standard
FC,2019-09-22,87.2,2.3433,5.8308,Hyun-Jin Ryu,435622,547943,null,foul,,1,null,R,R,L,LAD,COL,S,null,null,1,1,2019,0.0646,0.7625,-0.3262,3.1652,null,null,571448,1,1,Top,null,null,669257,190922_201737,-6.5592,-126.9921,-1.9001,1.8678,22.5009,-23.6978,3.35,1.57,367,108.1,24.1,87.817,2107,6.333,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.1664,null,null,null,null,null,null,null,4,3,Cutter,0,1,1,0,1,0,1,0,Standard,Standard
FF,2019-09-22,90,2.2935,5.8844,Hyun-Jin Ryu,435622,547943,null,swinging_strike,,12,null,R,R,L,LAD,COL,S,null,null,1,0,2019,0.7553,1.1985,0.0539,3.9064,null,null,571448,1,1,Top,null,null,669257,190922_201712,-7.2338,-130.996,-1.5452,10.2899,26.5576,-18.0484,3.35,1.57,null,null,null,90.829,2110,6.689,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.8101,null,null,null,null,null,null,null,4,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FT,2019-09-22,89.7,2.3826,5.8334,Hyun-Jin Ryu,435622,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,0,0,2019,1.3149,0.943,1.329,3.066,null,null,571448,1,1,Top,null,null,669257,190922_201653,-5.4062,-130.5921,-2.8952,16.2195,25.9955,-20.9366,3.4915,1.5916,null,null,null,90.17,1991,6.427,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.0726,null,null,null,null,null,null,null,4,1,2-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FC,2019-09-22,88.4,2.3444,5.8888,Hyun-Jin Ryu,571448,547943,field_error,hit_into_play_no_out,,6,Nolan Arenado reaches on a fielding error by first baseman Matt Beaty.  ,R,R,L,LAD,COL,X,3,line_drive,1,0,2019,-0.045,0.5747,0.4682,2.3852,null,null,null,1,1,Top,151.99,162.26,669257,190922_201614,-4.4917,-128.8519,-3.7554,0.3153,23.5693,-25.2152,3.33,1.6,118,87.7,5.4,89.096,2126,6.362,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.1374,0.476,0.452,0.9,1,0,0,4,3,2,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,2019-09-22,90.8,2.3898,5.8637,Hyun-Jin Ryu,571448,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,0,0,2019,0.9002,1.0765,0.6014,4.0497,null,null,null,1,1,Top,null,null,669257,190922_201556,-6.4824,-132.2307,-1.0181,12.0239,25.7834,-19.287,3.4073,1.6316,null,null,null,91.89,2147,6.71,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.7895,null,null,null,null,null,null,null,3,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
FC,2019-09-22,86.7,2.456,5.8809,Hyun-Jin Ryu,641658,547943,home_run,hit_into_play_score,,4,Garrett Hampson homers (6) on a fly ball to center field.  ,R,R,L,LAD,COL,X,null,fly_ball,3,1,2019,0.0495,0.5795,-0.4051,2.2394,null,null,null,1,1,Top,87.68,29.39,669257,190922_201515,-6.9438,-126.2253,-3.766,1.7759,22.588,-25.4517,3.38,1.6,410,101.8,25.3,87.194,2017,6.305,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.1942,0.763,1.34,2,1,0,3,6,2,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-22,90,2.3988,5.7962,Hyun-Jin Ryu,641658,547943,null,called_strike,,4,null,R,R,L,LAD,COL,S,null,null,3,0,2019,0.917,1.0214,-0.4003,2.1866,null,null,null,1,1,Top,null,null,669257,190922_201446,-8.9603,-130.8308,-5.2329,12.4439,25.4489,-19.4202,3.38,1.5508,null,null,null,90.788,2089,6.65,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.8498,null,null,null,null,null,null,null,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-22,80.9,2.5079,5.773,Hyun-Jin Ryu,641658,547943,null,ball,,14,null,R,R,L,LAD,COL,B,null,null,2,0,2019,1.0587,0.1197,1.6583,2.4557,null,null,null,1,1,Top,null,null,669257,190922_201425,-3.9381,-117.7653,-0.9728,10.6391,23.0696,-31.0829,3.38,1.6488,null,null,null,81.098,1455,6.475,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.0245,null,null,null,null,null,null,null,2,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-22,89.7,2.3876,5.9062,Hyun-Jin Ryu,641658,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,1,0,2019,0.9102,0.9956,0.2558,4.0589,null,null,null,1,1,Top,null,null,669257,190922_201407,-7.249,-130.5474,-0.7374,11.9666,25.7666,-20.6955,3.38,1.588,null,null,null,90.409,2082,6.574,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.9258,null,null,null,null,null,null,null,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FF,2019-09-22,90.3,2.4606,5.8556,Hyun-Jin Ryu,641658,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,0,0,2019,0.9738,1.015,1.1409,3.8613,null,null,null,1,1,Top,null,null,669257,190922_201349,-5.4154,-131.5179,-1.2158,12.5496,27.7007,-20.2264,3.38,1.5546,null,null,null,90.945,2104,6.617,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.883,null,null,null,null,null,null,null,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FF,2019-09-22,91.2,2.2978,5.8873,Hyun-Jin Ryu,596115,547943,strikeout,swinging_strike,,12,Trevor Story strikes out swinging.  ,R,R,L,LAD,COL,S,2,null,3,2,2019,0.9651,1.0077,0.1091,3.5455,null,null,null,0,1,Top,null,null,669257,190922_201315,-7.6214,-132.6105,-2.1746,13.0905,28.3756,-19.9481,3.38,1.6,null,null,null,91.548,2121,6.542,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.9574,null,null,0,1,0,0,null,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-22,80.1,2.4698,5.9408,Hyun-Jin Ryu,596115,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,2,2,2019,1.1667,0.7764,2.5755,2.8072,null,null,null,0,1,Top,null,null,669257,190922_201254,-1.9687,-116.7176,-1.6859,11.0089,22.3251,-24.9962,3.5065,1.6452,null,null,null,80.184,1653,6.308,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.1912,null,null,null,null,null,null,null,1,6,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2019-09-22,74.2,2.1762,6.0563,Hyun-Jin Ryu,596115,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,1,2,2019,-1.1776,-0.9786,1.4066,2.7964,null,null,null,0,1,Top,null,null,669257,190922_201236,0.466,-108.0693,2.246,-9.238,18.7586,-40.3983,3.4944,1.6612,null,null,null,74.063,2639,6.128,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.3711,null,null,null,null,null,null,null,1,5,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-22,90.8,2.3697,5.9531,Hyun-Jin Ryu,596115,547943,null,foul,,1,null,R,R,L,LAD,COL,S,null,null,1,2,2019,0.8553,0.8855,-0.2866,3.1418,null,null,null,0,1,Top,null,null,669257,190922_201211,-8.5743,-132.1543,-3.122,11.8694,25.2315,-21.1595,3.43,1.62,149,65,66.6,91.935,2073,6.727,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,53.7721,null,null,null,null,null,null,null,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-22,79.6,2.5841,5.892,Hyun-Jin Ryu,596115,547943,null,swinging_strike,,12,null,R,R,L,LAD,COL,S,null,null,1,1,2019,1.0184,0.4185,1.864,2.9626,null,null,null,0,1,Top,null,null,669257,190922_201124,-3.4676,-115.9743,-0.5453,9.7768,19.2848,-28.5023,3.43,1.62,null,null,null,79.858,1471,6.152,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.3474,null,null,null,null,null,null,null,1,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,2019-09-22,86.3,2.2996,6.0617,Hyun-Jin Ryu,596115,547943,null,foul,,9,null,R,R,L,LAD,COL,S,null,null,1,0,2019,0.2414,0.5126,0.4878,1.9168,null,null,null,0,1,Top,null,null,669257,190922_201103,-4.7636,-125.5553,-4.7075,3.3861,22.2178,-26.1455,3.43,1.62,147,67.8,23.5,86.233,2020,5.977,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.5227,null,null,null,null,null,null,null,1,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-22,88.4,2.4785,6.0427,Hyun-Jin Ryu,596115,547943,null,ball,,12,null,R,R,L,LAD,COL,B,null,null,0,0,2019,0.9523,0.9977,1.0927,3.5255,null,null,null,0,1,Top,null,null,669257,190922_201045,-5.2889,-128.6317,-2.1135,11.4951,25.5133,-21.0383,3.5135,1.5648,null,null,null,87.961,2102,5.917,565879,547943,669257,607461,666158,457759,608369,572041,641355,592626,54.5821,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-14,91.8,2.1885,5.6572,Hyun-Jin Ryu,467092,547943,strikeout,swinging_strike,,2,Wilson Ramos strikes out swinging.  ,R,R,L,NYM,LAD,S,2,null,0,2,2019,0.7184,1.1234,0.045,3.5745,null,null,null,2,7,Bot,null,null,431145,190915_010420,-7.0679,-133.6383,-1.9225,10.226,27.8482,-18.2726,3.4928,1.7009,null,null,null,92.762,2043,6.765,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7345,null,null,0,1,0,0,null,48,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FF,2019-09-14,92,2.3003,5.7122,Hyun-Jin Ryu,467092,547943,null,foul,,4,null,R,R,L,NYM,LAD,S,null,null,0,1,2019,1.0128,1.0879,-0.4384,2.6536,null,null,null,2,7,Bot,null,null,431145,190915_010348,-9.1936,-133.8062,-4.3454,14.143,26.5247,-18.2672,3.4668,1.5987,189,69.2,49.7,92.688,2014,6.545,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.9546,null,null,null,null,null,null,null,48,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Strategic
FC,2019-09-14,88.5,2.1286,5.8033,Hyun-Jin Ryu,467092,547943,null,foul,,11,null,R,R,L,NYM,LAD,S,null,null,0,0,2019,-0.0252,0.5755,-1.1739,3.1027,null,null,null,2,7,Bot,null,null,431145,190915_010318,-8.0068,-128.7756,-1.7866,1.17,23.3628,-25.586,3.4928,1.5987,null,null,null,88.987,2017,6.312,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.1872,null,null,null,null,null,null,null,48,1,Cutter,0,0,0,0,0,0,0,0,Strategic,Strategic
FT,2019-09-14,91.2,2.2379,5.7057,Hyun-Jin Ryu,624413,547943,strikeout,called_strike,,11,Pete Alonso called out on strikes.  ,R,R,L,NYM,LAD,S,2,null,2,2,2019,1.0308,0.7844,-0.8923,2.62,null,null,null,1,7,Bot,null,null,431145,190915_010241,-10.0891,-132.5872,-3.5953,14.2029,25.6455,-22.3491,3.3889,1.6243,null,null,null,91.61,1950,6.374,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.1252,null,null,0,1,0,0,null,47,5,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2019-09-14,71.4,2.1517,5.9433,Hyun-Jin Ryu,624413,547943,null,called_strike,,3,null,R,R,L,NYM,LAD,S,null,null,2,1,2019,-1.1425,-1.1331,0.7798,3.1899,null,null,null,1,7,Bot,null,null,431145,190915_010217,-0.7881,-103.7407,4.0538,-8.0006,18.6177,-41.2184,3.2074,1.4713,null,null,null,70.885,2414,6.137,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.3623,null,null,null,null,null,null,null,47,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-14,88.6,2.1547,5.9248,Hyun-Jin Ryu,624413,547943,null,ball,,11,null,R,R,L,NYM,LAD,B,null,null,1,1,2019,0.1508,0.8106,-0.1311,4.1276,null,null,null,1,7,Bot,null,null,431145,190915_010159,-5.9676,-129.1066,-0.1126,2.8494,24.3214,-23.055,3.337,1.549,null,null,null,89.897,2002,6.797,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7027,null,null,null,null,null,null,null,47,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-14,82.1,2.3994,5.6261,Hyun-Jin Ryu,624413,547943,null,foul,,9,null,R,R,L,NYM,LAD,S,null,null,1,0,2019,0.9993,0.362,0.2925,1.6667,null,null,null,1,7,Bot,null,null,431145,190915_010138,-6.8272,-119.5138,-3.2222,11.0392,21.1364,-28.212,3.337,1.549,5,65,-23.1,83.382,1480,6.933,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.5668,null,null,null,null,null,null,null,47,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-14,81.5,2.4211,5.5363,Hyun-Jin Ryu,624413,547943,null,ball,,13,null,R,R,L,NYM,LAD,B,null,null,0,0,2019,1.3907,0.2087,-0.512,-0.0826,null,null,null,1,7,Bot,null,null,431145,190915_010117,-9.2858,-118.2262,-6.4127,14.8654,22.0196,-29.2097,3.311,1.549,null,null,null,81.658,1678,6.516,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.9838,null,null,null,null,null,null,null,47,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-14,91.6,2.2979,5.704,Hyun-Jin Ryu,643446,547943,field_out,hit_into_play,,11,"Mets challenged (play at 1st), call on the field was upheld: Jeff McNeil grounds out, shortstop Corey Seager to first baseman Max Muncy.  ",R,L,L,NYM,LAD,X,6,ground_ball,1,2,2019,0.8903,0.9976,-0.4584,3.5467,null,null,null,0,7,Bot,104.74,151.21,431145,190915_005853,-8.9068,-133.179,-1.7744,12.4635,26.5459,-20.038,3.3889,1.6243,56,94,0,92.07,2099,6.457,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.0424,0.379,0.362,0,1,0,0,2,46,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-14,79.5,2.5008,5.5052,Hyun-Jin Ryu,643446,547943,null,foul,,9,null,R,L,L,NYM,LAD,S,null,null,1,2,2019,1.1275,0.3145,0.2777,1.8128,null,null,null,0,7,Bot,null,null,431145,190915_005813,-7.0668,-115.6998,-1.9738,11.5427,20.5819,-29.1415,3.311,1.5987,5,78.8,-19.4,80.266,1477,6.705,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7947,null,null,null,null,null,null,null,46,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-14,90.2,2.2637,5.8198,Hyun-Jin Ryu,643446,547943,null,ball,,11,null,R,L,L,NYM,LAD,B,null,null,0,2,2019,0.9308,1.104,-0.3891,3.872,null,null,null,0,7,Bot,null,null,431145,190915_005749,-8.597,-131.1775,-1.2376,12.5859,27.5944,-19.34,3.3889,1.6243,null,null,null,90.4,2022,6.431,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.0682,null,null,null,null,null,null,null,46,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,2019-09-14,88.3,2.3877,5.6677,Hyun-Jin Ryu,643446,547943,null,foul,,6,null,R,L,L,NYM,LAD,S,null,null,0,1,2019,1.374,0.4737,0.4662,2.3581,null,null,null,0,7,Bot,null,null,431145,190915_005717,-7.6724,-128.47,-3.0431,17.0497,24.6884,-26.3935,3.5188,1.7264,null,null,null,89.492,1979,6.871,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.629,null,null,null,null,null,null,null,46,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
CH,2019-09-14,77.6,2.4249,5.625,Hyun-Jin Ryu,643446,547943,null,swinging_strike,,7,null,R,L,L,NYM,LAD,S,null,null,0,0,2019,0.9042,0.2939,-0.3045,1.6427,null,null,null,0,7,Bot,null,null,431145,190915_005655,-7.5794,-112.8381,-2.1876,9.1627,19.1641,-29.4233,3.5188,1.7009,null,null,null,78.436,1382,6.768,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7312,null,null,null,null,null,null,null,46,1,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard
FF,2019-09-14,91.4,2.195,5.616,Hyun-Jin Ryu,605204,547943,field_out,hit_into_play,,12,J.D. Davis flies out to center fielder Cody Bellinger.  ,R,R,L,NYM,LAD,X,8,fly_ball,2,2,2019,0.9051,1.0134,0.1084,3.7129,null,null,null,2,6,Bot,148.18,86.18,431145,190915_004338,-7.324,-133.1058,-1.1783,12.4863,27.4845,-19.8254,3.3889,1.6243,274,88,46.4,92.544,1996,6.843,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.6561,0.003,0.006,0,1,0,0,3,40,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-14,91.6,2.2699,5.6761,Hyun-Jin Ryu,605204,547943,null,swinging_strike,,5,null,R,R,L,NYM,LAD,S,null,null,2,1,2019,1.1046,1.1114,0.2516,2.6369,null,null,null,2,6,Bot,null,null,431145,190915_004301,-7.5713,-133.3276,-4.3198,14.9104,26.1932,-17.9988,3.5188,1.6498,null,null,null,92.65,2015,6.707,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.792,null,null,null,null,null,null,null,40,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-14,91.3,2.2203,5.7168,Hyun-Jin Ryu,605204,547943,null,ball,,12,null,R,R,L,NYM,LAD,B,null,null,1,1,2019,0.989,1.1578,0.51,4.0509,null,null,null,2,6,Bot,null,null,431145,190915_004237,-6.4614,-132.9405,-0.8587,13.1121,26.2719,-18.3425,3.5448,1.7009,null,null,null,91.922,2007,6.453,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.0467,null,null,null,null,null,null,null,40,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-14,88.5,2.2407,5.7641,Hyun-Jin Ryu,605204,547943,null,ball,,11,null,R,R,L,NYM,LAD,B,null,null,0,1,2019,0.0094,0.5516,-1.1569,2.9707,null,null,null,2,6,Bot,null,null,431145,190915_004212,-8.3391,-128.7939,-1.9794,1.6133,23.2756,-25.771,3.5188,1.6498,null,null,null,89.292,2038,6.485,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.0149,null,null,null,null,null,null,null,40,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
CU,2019-09-14,72.8,2.1372,5.8841,Hyun-Jin Ryu,605204,547943,null,called_strike,,14,null,R,R,L,NYM,LAD,S,null,null,0,0,2019,-1.2109,-1.1311,1.0254,2.5263,null,null,null,2,6,Bot,null,null,431145,190915_004153,-0.1618,-105.9555,2.6388,-8.9762,19.9198,-41.3272,3.4928,1.6243,null,null,null,72.415,2554,6.214,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.2859,null,null,null,null,null,null,null,40,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-14,88.9,2.169,5.9155,Hyun-Jin Ryu,642708,547943,strikeout,swinging_strike,,12,Amed Rosario strikes out swinging.  ,R,R,L,NYM,LAD,S,2,null,1,2,2019,-0.0335,0.6006,0.1653,3.8914,null,null,null,1,6,Bot,null,null,431145,190915_004112,-4.8572,-129.5884,-0.2493,0.5409,24.5677,-25.4986,3.4148,1.6498,null,null,null,89.551,2018,6.388,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.1118,null,null,0,1,0,0,null,39,4,Cutter,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2019-09-14,90.7,2.2919,5.7259,Hyun-Jin Ryu,642708,547943,null,foul,,12,null,R,R,L,NYM,LAD,S,null,null,1,1,2019,0.8357,0.9003,0.2208,3.3367,null,null,null,1,6,Bot,null,null,431145,190915_004045,-7.0696,-132.062,-2.0982,11.3561,24.7481,-21.1417,3.1556,1.5222,null,null,null,92.099,2073,6.827,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.6724,null,null,null,null,null,null,null,39,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-14,88.5,2.2529,5.793,Hyun-Jin Ryu,642708,547943,null,ball,,13,null,R,R,L,NYM,LAD,B,null,null,0,1,2019,0.2022,0.629,-1.5743,2.2336,null,null,null,1,6,Bot,null,null,431145,190915_004025,-9.908,-128.7861,-4.0923,4.0837,22.7912,-24.3536,3.2074,1.599,null,null,null,90.262,2095,7.035,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.4641,null,null,null,null,null,null,null,39,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-14,79.3,2.3158,5.6407,Hyun-Jin Ryu,642708,547943,null,called_strike,,8,null,R,R,L,NYM,LAD,S,null,null,0,0,2019,1.0092,0.3396,0.015,1.8729,null,null,null,1,6,Bot,null,null,431145,190915_003954,-7.0804,-115.5509,-2.2119,10.5414,19.7798,-28.819,3.2333,1.5222,null,null,null,80.83,1528,7.078,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.4218,null,null,null,null,null,null,null,39,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FT,2019-09-14,90.4,2.2852,5.7905,Hyun-Jin Ryu,594798,547943,field_out,hit_into_play,,5,"Jacob deGrom bunt grounds out, catcher Russell Martin to first baseman Max Muncy.  ",R,L,L,NYM,LAD,X,2,ground_ball,0,1,2019,1.2101,0.7347,0.2488,2.4426,null,null,null,0,6,Bot,127.09,194.38,431145,190915_003920,-7.7053,-131.6056,-4.0548,15.726,25.0562,-22.9293,3.4928,1.6753,null,41,-39,91.229,1956,6.536,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.9633,0.147,0.145,0,1,0,0,1,38,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-14,90.3,2.2804,5.8264,Hyun-Jin Ryu,594798,547943,null,foul,,4,null,R,L,L,NYM,LAD,S,null,null,0,0,2019,0.9521,1.2743,-0.3007,2.6642,null,null,null,0,6,Bot,null,null,431145,190915_003855,-8.4597,-131.2702,-4.6768,12.7272,25.2922,-16.6146,3.6489,1.8543,4,70.9,-32.5,90.718,2041,6.397,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.1022,null,null,null,null,null,null,null,38,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-14,89,2.3871,5.7513,Hyun-Jin Ryu,501571,547943,field_out,hit_into_play,,7,Juan Lagares lines out to first baseman Max Muncy.  ,R,R,L,NYM,LAD,X,3,line_drive,1,0,2019,-0.005,0.8987,-0.4191,2.24,null,null,null,2,5,Bot,148.01,168.03,431145,190915_002837,-6.9008,-129.5311,-4.557,1.2091,23.7611,-21.2638,3.5448,1.7775,124,81.4,9.2,89.783,2062,6.49,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,54.0099,0.44,0.418,0,1,0,0,4,34,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-14,80.4,2.5545,5.5831,Hyun-Jin Ryu,501571,547943,null,ball,,14,null,R,R,L,NYM,LAD,B,null,null,0,0,2019,1.0918,0.2024,0.7956,1.5518,null,null,null,2,5,Bot,null,null,431145,190915_002819,-6.0426,-117.1092,-2.7514,11.2609,19.3619,-29.9885,3.5448,1.7009,null,null,null,81.494,1465,6.699,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.8004,null,null,null,null,null,null,null,34,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-14,80.3,2.3945,5.5231,Hyun-Jin Ryu,453943,547943,field_out,hit_into_play,,9,Todd Frazier flies out to center fielder Cody Bellinger.  ,R,R,L,NYM,LAD,X,8,fly_ball,1,2,2019,1.0895,0.3394,0.7066,1.967,null,null,null,1,5,Bot,160.6,47.53,431145,190915_002749,-5.8719,-116.8909,-1.9096,11.185,19.8728,-28.8528,3.4408,1.5732,366,96.8,28.7,81.274,1392,6.712,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7872,0.368,0.69,0,1,0,0,5,33,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-14,91.7,2.2142,5.7262,Hyun-Jin Ryu,453943,547943,null,foul,,2,null,R,R,L,NYM,LAD,S,null,null,1,2,2019,0.9744,1.0082,-0.0101,3.198,null,null,null,1,5,Bot,null,null,431145,190915_002653,-7.8288,-133.5333,-2.8068,13.4477,26.903,-19.5082,3.4928,1.6243,204,75.1,29.4,92.765,2063,6.74,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.7598,null,null,null,null,null,null,null,33,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-14,80.4,2.4362,5.5912,Hyun-Jin Ryu,453943,547943,null,swinging_strike,,14,null,R,R,L,NYM,LAD,S,null,null,1,1,2019,1.2361,0.6118,0.8445,2.0386,null,null,null,1,5,Bot,null,null,431145,190915_002626,-5.9373,-117.0729,-2.3992,12.5946,21.635,-26.2357,3.337,1.6243,null,null,null,81.04,1678,6.641,566062,547943,431145,571970,666158,607461,608369,572041,641355,592626,53.8582,null,null,null,null,null,null,null,33,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
